Timestamp,Tank Level,Pump Status
261,68.99,0
262,68.76,0
263,68.39,0
264,68.21,0
265,67.72,0
266,67.37,0
267,67.26,0
268,66.91,0
269,66.77,0
270,66.33,0
271,66.11,0
272,66.0,0
273,65.54,0
274,65.21,0
275,64.77,0
276,64.49,0
277,64.21,0
278,63.75,0
279,63.39,0
280,63.21,0
281,62.99,0
282,62.54,0
283,62.33,0
284,62.21,0
285,62.11,0
286,61.84,0
287,61.64,0
288,61.35,0
289,61.18,0
290,60.79,0
291,60.45,0
292,60.18,0
293,59.7,0
294,59.52,0
295,59.36,0
296,59.2,0
297,58.93,0
298,58.49,0
299,58.02,0
300,57.74,0
301,57.56,0
302,57.42,0
303,57.27,0
304,57.09,0
305,56.8,0
306,56.45,0
307,55.96,0
308,55.52,0
309,55.08,0
310,54.95,0
311,54.62,0
312,54.47,0
313,53.99,0
314,53.84,0
315,53.55,0
316,53.4,0
317,53.11,0
318,52.66,0
319,52.43,0
320,52.26,0
321,52.0,0
322,51.54,0
323,51.33,0
324,51.04,0
325,50.78,0
326,50.34,0
327,50.14,0
328,50.0,0
329,50.48,1
330,50.9,1
331,51.07,1
332,51.22,1
333,51.68,1
334,51.82,1
335,52.15,1
336,52.26,1
337,52.45,1
338,52.67,1
339,53.0,1
340,53.27,1
341,53.43,1
342,53.89,1
343,54.16,1
344,54.65,1
345,54.78,1
346,54.92,1
347,55.04,1
348,55.42,1
349,55.85,1
350,56.29,1
351,56.46,1
352,56.84,1
353,57.13,1
354,57.25,1
355,57.69,1
356,58.05,1
357,58.41,1
358,58.8,1
359,58.92,1
360,59.21,1
361,59.62,1
362,60.04,1
363,60.22,1
364,60.36,1
365,60.82,1
366,61.3,1
367,61.72,1
368,61.87,1
369,62.29,1
370,62.5,1
371,62.79,1
372,63.03,1
373,63.37,1
374,63.53,1
375,64.01,1
376,64.44,1
377,64.69,1
378,64.9,1
379,65.04,1
380,65.41,1
381,65.75,1
382,65.89,1
383,66.25,1
384,66.72,1
385,66.97,1
386,67.14,1
387,67.54,1
388,67.9,1
389,68.33,1
390,68.57,1
391,69.05,1
392,69.51,1
393,69.83,1
394,70.3,1
395,70.49,1
396,70.76,1
397,70.88,1
398,71.13,1
399,71.61,1
400,71.73,1
401,71.84,1
402,72.2,1
403,72.51,1
404,72.83,1
405,73.32,1
406,73.45,1
407,73.72,1
408,74.04,1
409,74.42,1
410,74.76,1
411,75.04,1
412,75.14,1
413,75.53,1
414,75.77,1
415,76.17,1
416,76.63,1
417,77.11,1
418,77.57,1
419,77.98,1
420,78.45,1
421,78.71,1
422,79.05,1
423,79.52,1
424,79.75,1
425,79.93,1
426,80.25,1
427,80.75,1
428,81.11,1
429,81.28,1
430,81.76,1
431,82.08,1
432,82.46,1
433,82.81,1
434,83.29,1
435,83.48,1
436,83.8,1
437,84.1,1
438,84.26,1
439,84.73,1
440,85.06,1
441,85.26,1
442,85.66,1
443,86.09,1
444,86.44,1
445,86.87,1
446,87.14,1
447,87.25,1
448,87.65,1
449,87.87,1
450,88.11,1
451,88.5,1
452,88.8,1
453,88.96,1
454,89.13,1
455,89.43,1
456,89.61,1
457,89.92,1
458,90.33,1
459,90.73,1
460,91.0,1
461,91.26,1
462,91.75,1
463,91.93,1
464,92.31,1
465,92.49,1
466,92.66,1
467,93.03,1
468,93.34,1
469,93.45,1
470,93.85,1
471,94.01,1
472,94.19,1
473,94.63,1
474,95.0,1
475,95.42,1
476,95.65,1
477,95.89,1
478,96.21,1
479,96.58,1
480,96.83,1
481,97.08,1
482,97.4,1
483,97.53,1
484,97.8,1
485,98.26,1
486,98.56,1
487,99.02,1
488,99.38,1
489,99.86,1
490,100,1
491,99.52,0
492,99.37,0
493,99.26,0
494,99.08,0
495,98.85,0
496,98.64,0
497,98.27,0
498,98.14,0
499,97.99,0
500,97.76,0
501,97.49,0
502,97.29,0
503,96.81,0
504,96.71,0
505,96.43,0
506,96.29,0
507,96.12,0
508,95.99,0
509,95.74,0
510,95.57,0
511,95.41,0
512,95.27,0
513,94.93,0
514,94.74,0
515,94.36,0
516,94.09,0
517,93.6,0
518,93.45,0
519,93.16,0
520,93.05,0
521,92.67,0
522,92.45,0
523,92.2,0
524,91.8,0
525,91.68,0
526,91.26,0
527,91.01,0
528,90.69,0
529,90.22,0
530,89.74,0
531,89.54,0
532,89.36,0
533,89.05,0
534,88.71,0
535,88.28,0
536,87.91,0
537,87.8,0
538,87.42,0
539,87.0,0
540,86.8,0
541,86.63,0
542,86.21,0
543,86.08,0
544,85.87,0
545,85.5,0
546,85.37,0
547,84.91,0
548,84.69,0
549,84.37,0
550,84.03,0
551,83.72,0
552,83.23,0
553,82.92,0
554,82.69,0
555,82.56,0
556,82.25,0
557,81.83,0
558,81.72,0
559,81.34,0
560,80.97,0
561,80.74,0
562,80.25,0
563,79.81,0
564,79.51,0
565,79.09,0
566,78.74,0
567,78.54,0
568,78.33,0
569,77.93,0
570,77.53,0
571,77.23,0
572,76.77,0
573,76.55,0
574,76.14,0
575,75.99,0
576,75.66,0
577,75.32,0
578,75.13,0
579,74.97,0
580,74.57,0
581,74.29,0
582,73.87,0
583,73.38,0
584,72.92,0
585,72.65,0
586,72.38,0
587,71.99,0
588,71.84,0
589,71.6,0
590,71.15,0
591,71.02,0
592,70.66,0
593,70.19,0
594,70.08,0
595,69.67,0
596,69.52,0
597,69.06,0
598,68.57,0
599,68.23,0
600,68.0,0
601,67.52,0
602,67.21,0
603,67.06,0
604,66.95,0
605,66.73,0
606,66.6,0
607,66.2,0
608,65.93,0
609,65.71,0
610,65.53,0
611,65.16,0
612,65.05,0
613,64.62,0
614,64.2,0
615,64.09,0
616,63.69,0
617,63.4,0
618,63.12,0
619,62.82,0
620,62.4,0
621,62.05,0
622,61.59,0
623,61.39,0
624,61.26,0
625,60.77,0
626,60.59,0
627,60.42,0
628,60.03,0
629,59.75,0
630,59.39,0
631,58.91,0
632,58.43,0
633,58.03,0
634,57.55,0
635,57.15,0
636,56.83,0
637,56.71,0
638,56.44,0
639,56.1,0
640,55.87,0
641,55.64,0
642,55.28,0
643,55.1,0
644,55.0,0
645,54.83,0
646,54.62,0
647,54.5,0
648,54.33,0
649,54.09,0
650,53.76,0
651,53.53,0
652,53.07,0
653,52.85,0
654,52.53,0
655,52.11,0
656,51.75,0
657,51.52,0
658,51.12,0
659,50.88,0
660,50.51,0
661,50.06,0
662,49.8,0
663,50.12,1
664,50.46,1
665,50.93,1
666,51.39,1
667,51.84,1
668,52.28,1
669,52.62,1
670,52.82,1
671,53.07,1
672,53.54,1
673,53.9,1
674,54.31,1
675,54.71,1
676,55.18,1
677,55.51,1
678,55.73,1
679,55.88,1
680,56.08,1
681,56.53,1
682,56.92,1
683,57.09,1
684,57.19,1
685,57.35,1
686,57.76,1
687,58.14,1
688,58.5,1
689,58.99,1
690,59.16,1
691,59.35,1
692,59.55,1
693,59.92,1
694,60.21,1
695,60.71,1
696,61.09,1
697,61.38,1
698,61.54,1
699,61.82,1
700,62.22,1
701,62.67,1
702,63.05,1
703,63.47,1
704,63.8,1
705,63.96,1
706,64.26,1
707,64.47,1
708,64.58,1
709,64.8,1
710,64.93,1
711,65.28,1
712,65.56,1
713,66.05,1
714,66.23,1
715,66.38,1
716,66.8,1
717,66.9,1
718,67.1,1
719,67.51,1
720,67.87,1
721,68.3,1
722,68.52,1
723,68.76,1
724,69.13,1
725,69.62,1
726,70.11,1
727,70.42,1
728,70.66,1
729,71.12,1
730,71.43,1
731,71.82,1
732,72.2,1
733,72.49,1
734,72.62,1
735,72.9,1
736,73.19,1
737,73.32,1
738,73.61,1
739,73.86,1
740,74.21,1
741,74.68,1
742,74.88,1
743,74.99,1
744,75.13,1
745,75.27,1
746,75.73,1
747,75.86,1
748,76.28,1
749,76.55,1
750,76.97,1
751,77.3,1
752,77.55,1
753,78.05,1
754,78.19,1
755,78.33,1
756,78.8,1
757,79.22,1
758,79.39,1
759,79.78,1
760,80.28,1
761,80.72,1
762,81.17,1
763,81.67,1
764,82.12,1
765,82.59,1
766,83.0,1
767,83.4,1
768,83.53,1
769,83.8,1
770,84.13,1
771,84.36,1
772,84.78,1
773,85.22,1
774,85.57,1
775,86.0,1
776,86.19,1
777,86.64,1
778,87.05,1
779,87.23,1
780,87.47,1
781,87.78,1
782,88.02,1
783,88.44,1
784,88.82,1
785,89.19,1
786,89.51,1
787,89.89,1
788,90.1,1
789,90.38,1
790,90.66,1
791,90.99,1
792,91.26,1
793,91.66,1
794,91.77,1
795,91.98,1
796,92.25,1
797,92.41,1
798,92.66,1
799,93.03,1
800,93.34,1
801,93.54,1
802,93.73,1
803,93.83,1
804,94.07,1
805,94.45,1
806,94.75,1
807,94.99,1
808,95.4,1
809,95.8,1
810,95.93,1
811,96.2,1
812,96.58,1
813,97.03,1
814,97.25,1
815,97.65,1
816,97.79,1
817,98.12,1
818,98.39,1
819,98.73,1
820,99.09,1
821,99.58,1
822,99.84,1
823,99.99,1
824,100,1
825,99.79,0
826,99.55,0
827,99.09,0
828,98.91,0
829,98.78,0
830,98.32,0
831,97.87,0
832,97.58,0
833,97.28,0
834,96.92,0
835,96.43,0
836,96.3,0
837,95.96,0
838,95.66,0
839,95.37,0
840,94.92,0
841,94.68,0
842,94.37,0
843,94.06,0
844,93.82,0
845,93.4,0
846,93.0,0
847,92.88,0
848,92.53,0
849,92.22,0
850,91.8,0
851,91.63,0
852,91.18,0
853,91.07,0
854,90.61,0
855,90.25,0
856,90.12,0
857,89.69,0
858,89.54,0
859,89.1,0
860,88.89,0
861,88.57,0
862,88.34,0
863,88.13,0
864,87.93,0
865,87.81,0
866,87.32,0
867,86.87,0
868,86.51,0
869,86.19,0
870,85.84,0
871,85.63,0
872,85.17,0
873,84.7,0
874,84.57,0
875,84.45,0
876,84.15,0
877,83.7,0
878,83.41,0
879,83.04,0
880,82.76,0
881,82.42,0
882,81.95,0
883,81.52,0
884,81.22,0
885,80.84,0
886,80.67,0
887,80.44,0
888,80.16,0
889,79.67,0
890,79.2,0
891,78.92,0
892,78.73,0
893,78.44,0
894,78.33,0
895,77.9,0
896,77.65,0
897,77.31,0
898,76.95,0
899,76.69,0
900,76.22,0
901,76.0,0
902,75.54,0
903,75.04,0
904,74.63,0
905,74.23,0
906,73.77,0
907,73.3,0
908,72.82,0
909,72.48,0
910,72.32,0
911,71.91,0
912,71.79,0
913,71.29,0
914,71.07,0
915,70.7,0
916,70.49,0
917,70.13,0
918,69.65,0
919,69.39,0
920,69.03,0
921,68.61,0
922,68.31,0
923,67.95,0
924,67.65,0
925,67.36,0
926,66.9,0
927,66.68,0
928,66.4,0
929,66.13,0
930,65.94,0
931,65.78,0
932,65.45,0
933,65.32,0
934,64.98,0
935,64.56,0
936,64.14,0
937,63.75,0
938,63.29,0
939,62.83,0
940,62.61,0
941,62.37,0
942,62.16,0
943,61.88,0
944,61.61,0
945,61.29,0
946,61.11,0
947,60.83,0
948,60.48,0
949,60.24,0
950,59.83,0
951,59.42,0
952,59.24,0
953,58.96,0
954,58.57,0
955,58.24,0
956,57.94,0
957,57.54,0
958,57.42,0
959,57.13,0
960,56.86,0
961,56.68,0
962,56.34,0
963,55.87,0
964,55.41,0
965,55.16,0
966,54.83,0
967,54.69,0
968,54.46,0
969,54.24,0
970,53.99,0
971,53.79,0
972,53.63,0
973,53.42,0
974,53.18,0
975,52.8,0
976,52.61,0
977,52.41,0
978,52.09,0
979,51.6,0
980,51.31,0
981,50.91,0
982,50.7,0
983,50.26,0
984,50.06,0
985,49.82,0
986,50.18,1
987,50.63,1
988,50.98,1
989,51.46,1
990,51.94,1
991,52.28,1
992,52.55,1
993,52.7,1
994,53.09,1
995,53.4,1
996,53.68,1
997,53.9,1
998,54.23,1
999,54.68,1
